Robert Weil Kiedrich Spätlese 19-|2019|Hesse|Riesling|105€|Nariz: pêssego branco, limão, mel, mineral salino. Boca: doce elegante, acidez vibrante, final longo e puro. Spätlese clássico e refinado. Beba agora-2035. Foie gras ou queijos azuis.|WA: 94 | JS: 93 | Peñín: 93
Basserman Jordan Pfalz Forster 17-|2017|Renania-Palatinado|Riesling|50€|Nariz: maçã madura, limão, ervas secas. Boca: seco mineral, acidez alta, final tenso. Bom valor Pfalz. Beba agora-2030. Peixe grelhado ou saladas.|WA: 91 | Peñín: 90
Escala Humana Credo 22-|2022|Mendoza|Chardonnay|126€|Nariz: limão, maçã, mineral. Boca: cremoso tenso. Credo top. Beba agora-2030. Peixe ou aves.|WA: 92 | JS: 91
Lagrima Canela 20-|2020|Mendoza|Torrontés|70€|Nariz: flor de laranjeira, pêssego, especiarias. Boca: seco aromático, acidez viva. Torrontés elegante. Beba agora-2028. Aperitivo ou asiático.|WA: 90 | Peñín: 89
Michelini Montesco Agua Roca 23-|2023|Mendoza|Chardonnay|72€|Nariz: limão, maçã verde, mineral. Boca: fresco cremoso. Agua Roca top. Beba agora-2028. Saladas ou peixe.|WA: 91 | JS: 90
Zuccardi Fosil Chardonnay 22-|2022|Mendoza|Chardonnay|165€|Nariz: limão, maçã, mineral calcário. Boca: cremoso tenso, acidez alta. Fosil ícone. Beba agora-2035. Frutos do mar.|WA: 94 | JS: 93
Riccitelli Patagon Semillon 24-|2024|Patagonia|Sémillon|106€|Nariz: maçã, limão, ervas. Boca: seco mineral, acidez viva. Patagonia top. Beba agora-2030. Peixe ou queijo.|WA: 92 | Peñín: 91
Penfolds Yattarna 22-|2022|South Australia|Chardonnay|270€|Nariz: limão tostado, maçã, carvalho sutil. Boca: cremoso denso, acidez viva. Yattarna ícone. Beba agora-2035. Lagosta.|WA: 96 | JS: 95
Tara Sauvignon Blanc 22-|Atacama|Sauvignon Blanc|91€|Nariz: maracujá, ervas, mineral. Boca: seco tenso, salino. Atacama top. Beba agora-2028. Ostras ou ceviche.|WA: 91 | Peñín: 90
Baettig Los Parientes 23-|Traiguén|Riesling|94€|Nariz: limão, maçã verde, mineral. Boca: seco puro, acidez alta. Riesling chileno top. Beba agora-2030. Peixe cru.|WA: 92 | JS: 91
Atlántida Blanco 19-|2019|Jerez|Palomino|48€|Nariz: maçã seca, amêndoa, salino. Boca: seco oxidativo, longo. Atlántida elegante. Beba agora-2030. Jamón ou queijos.|WA: 91 | Peñín: 92
Socaire BL 23-|2023|Jerez|Palomino|37€|Nariz: maçã verde, flores, mineral. Boca: seco fino, salino. Bom valor. Beba agora. Mariscos.|WA: N/A | Peñín: 89
El Jardin de las Iguales BL 21-|2021|Aragón|Garnacha Blanca|279€|Nariz: maçã, pera, ervas. Boca: cremoso mineral. Top. Beba agora-2030. Peixe grelhado.|WA: 93 | Peñín: 92
Elastico 22-|2022|Aragón|Garnacha Blanca|80€|Nariz: limão, maçã, mineral. Boca: seco tenso. Bom valor. Beba agora-2028. Aperitivo.|WA: 90 | Peñín: 89
Fábregas Garnacha BL 21-|2021|Somontano|Garnacha|29€|Nariz: pêssego, limão, flores. Boca: seco cremoso. Bom valor. Beba agora-2028.|WA: N/A | Peñín: 88
Frontonio La Loma & Los Santos Bl 22-|2022|Aragón|Garnacha Blanca|100€|Nariz: maçã, ervas, mineral. Boca: puro tenso. Top. Beba agora-2030.|WA: 92 | Peñín: 91
4 Kilos Motor BL 24-|2024|Baleares|Prensal|39€|Nariz: limão, maçã verde, salino. Boca: seco fresco. Motor top. Beba agora-2028. Mariscos.|WA: N/A | Peñín: 90
Envinate Benje BL 24-|2024|Canarias|Listán Blanco|47€|Nariz: limão, ervas, vulcânico. Boca: seco mineral. Benje top. Beba agora-2028. Peixe cru.|WA: 93 | Peñín: 92
Envinate Benje TO 24-|2024|Canarias|Listán Blanco|44€|Nariz: maçã, limão, mineral. Boca: tenso puro. Top. Beba agora-2028.|WA: 92 | Peñín: 91
Envinate Palo Blanco 24-|2024|Canarias|Listán Blanco|79€|Nariz: limão, ervas, vulcânico. Boca: seco salino. Palo Blanco top. Beba agora-2030.|WA: 94 | Peñín: 93
Jable de Tao 23-|2023|Canarias|Listán Blanco|84€|Nariz: maçã, limão, mineral. Boca: seco fresco. Jable top. Beba agora-2028.|WA: 91 | Peñín: 90
Puro Rofe Blanco 23-|2023|Canarias|Listán Blanco|62€|Nariz: limão, ervas, vulcânico. Boca: seco mineral. Puro Rofe top. Beba agora-2028.|WA: 93 | Peñín: 92
Puro Rofe Morro La Virgen 23-|2023|Canarias|Listán Blanco|103€|Nariz: maçã, limão, mineral. Boca: tenso puro. Top. Beba agora-2030.|WA: 94 | Peñín: 93
Puro Rofe Tinasoria 23-|2023|Canarias|Diego|108€|Nariz: limão, ervas, salino. Boca: seco vibrante. Tinasoria top. Beba agora-2028.|WA: 92 | Peñín: 91
Suertes del Marques El Trenzado 24-|2024|Canarias|Listán Blanco|50€|Nariz: limão, maçã, mineral. Boca: seco tenso. Trenzado top. Beba agora-2028.|WA: 93 | Peñín: 92
Suertes del Marques Vidonia 24-|2024|Canarias|Listán Blanco|78€|Nariz: maçã, ervas, vulcânico. Boca: seco mineral. Vidonia top. Beba agora-2030.|WA: 94 | Peñín: 93
Tameran Malvasía 24-|2024|Canarias|Malvasía|72€|Nariz: pêssego, flor de laranjeira, mineral. Boca: seco aromático. Malvasía top. Beba agora-2028.|WA: 91 | Peñín: 90
Tameran Marmajuelo 24-|2024|Canarias|Marmajuelo|72€|Nariz: limão, maçã verde, ervas. Boca: seco fresco. Marmajuelo raro top. Beba agora-2028.|WA: 90 | Peñín: 89
Tameran Vijariego 24-|2024|Canarias|Vijariego Blanco|79€|Nariz: limão, ervas, mineral. Boca: seco tenso. Vijariego top. Beba agora-2028.|WA: 92 | Peñín: 91
Victoria Torres Sin Título 23 BL-|2023|Canarias|Listán Blanco|78€|Nariz: maçã, limão, mineral. Boca: seco puro. Sin Título top. Beba agora-2028.|WA: 93 | Peñín: 92
Abadía Retuerta Le Domaine 23-|2023|Castilla y León|Verdejo|88€|Nariz: limão, maçã, ervas. Boca: seco cremoso. Domaine top. Beba agora-2030.|WA: 91 | Peñín: 90
Alvar de Dios Las Vidres 20-|2020|Castilla y León|Doña Blanca|96€|Nariz: maçã, pera, mineral. Boca: seco tenso. Las Vidres top. Beba agora-2030.|WA: 92 | Peñín: 91
Alvar de Dios Vaguera 22-|2022|Castilla y León|Doña Blanca|52€|Nariz: limão, ervas, mineral. Boca: seco puro. Bom valor. Beba agora-2028.|WA: 90 | Peñín: 89
Arenas de SantYuste 23-|2023|Rueda|Verdejo|42€|Nariz: limão, maçã verde, mineral. Boca: seco fresco. Bom valor. Beba agora-2028.|WA: 89 | Peñín: 90
Barco del Corneta 23-|2023|Rueda|Verdejo|50€|Nariz: limão, ervas, pedra. Boca: seco mineral. Corneta top. Beba agora-2030.|WA: 92 | Peñín: 91
Belondrade Les Parcelles 19-|2019|Rueda|Verdejo|541€|Nariz: maçã madura, mel, carvalho sutil. Boca: cremoso complexo. Les Parcelles top. Beba agora-2035.|WA: 93 | Peñín: 94
Belondrade y Lurton 23-|2023|Rueda|Verdejo|92€|Nariz: limão, maçã, ervas. Boca: seco cremoso. Clássico top. Beba agora-2030.|WA: 91 | Peñín: 92
Cantalapiedra Chiviritero 23-|2023|Rueda|Verdejo|46€|Nariz: limão, ervas, mineral. Boca: seco tenso. Chiviritero top. Beba agora-2028.|WA: 92 | Peñín: 91
Cantalapiedra Otea 23-|2023|Rueda|Verdejo|160€|Nariz: maçã, limão, mineral. Boca: denso mineral. Otea top. Beba agora-2035.|WA: 93 | Peñín: 92
Cesar Marquez El Val 22-|2022|Rueda|Verdejo|250€|Nariz: limão, ervas, mineral. Boca: seco puro. El Val top. Beba agora-2030.|WA: 92 | Peñín: 91
Cesar Marquez El Val 23-|2023|Rueda|Verdejo|225€|Nariz: maçã verde, limão, mineral. Boca: tenso elegante. Top. Beba agora-2030.|WA: 93 | Peñín: 92
Cesar Marquez La Salvación 23-|2023|Rueda|Verdejo|68€|Nariz: limão, ervas. Boca: seco fresco. Bom valor. Beba agora-2028.|WA: 90 | Peñín: 89
Cuarto Lagar 21-|2021|Rueda|Albillo Mayor|85€|Nariz: maçã, pera, mineral. Boca: seco cremoso. Albillo top. Beba agora-2028.|WA: 91 | Peñín: 90
Dominio del Águila Viñas Viejas BL 19-|2019|Rueda|Verdejo|189€|Nariz: limão, maçã madura, mineral. Boca: denso elegante. Viñas Viejas top. Beba agora-2035.|WA: 94 | Peñín: 93
El Transistor 24-|2024|Rueda|Verdejo|51€|Nariz: limão, ervas, mineral. Boca: seco tenso. Transistor top. Beba agora-2028.|WA: 92 | Peñín: 91
Esmeralda García En Blanco 22-|2022|Rueda|Verdejo|54€|Nariz: maçã, limão, flores. Boca: seco cremoso. Bom valor. Beba agora-2028.|WA: 90 | Peñín: 89
Jose Pariente 25 Años Barrica-|2000|Rueda|Verdejo|131€|Nariz: mel, maçã madura, carvalho. Boca: cremoso complexo. Maduro lendário. Beba agora.|WA: 93 | Peñín: 94
Jose Pariente La Medina 23-|2023|Rueda|Verdejo|74€|Nariz: limão, maçã, mineral. Boca: seco elegante. Medina top. Beba agora-2030.|WA: 91 | Peñín: 90
La Vizcaina la del Vivo 23-|2023|Bierzo|Godello|50€|Nariz: maçã, limão, mineral. Boca: seco puro. La del Vivo top. Beba agora-2028.|WA: 92 | Peñín: 91
Las Comas 22-|2022|Rueda|Verdejo|73€|Nariz: limão, ervas. Boca: seco tenso. Bom valor. Beba agora-2028.|WA: 89 | Peñín: 88
Mauro Godello 24-|2024|Castilla y León|Godello|88€|Nariz: maçã, pera, mineral. Boca: seco cremoso. Mauro top. Beba agora-2030.|WA: 92 | Peñín: 91
Menade La Mision 23-|2023|Rueda|Verdejo|46€|Nariz: limão, maçã verde. Boca: seco fresco. La Mision top. Beba agora-2028.|WA: 90 | Peñín: 89
Menade Verdejo 24-|2024|Rueda|Verdejo|32€|Nariz: limão, ervas. Boca: seco vibrante. Bom valor. Beba agora-2028.|WA: 89 | Peñín: 88
Menade Verdejo 25-|2025|Rueda|Verdejo|30€|Nariz: maçã verde, limão. Boca: seco tenso. Jovem top. Beba agora-2028.|WA: N/A | Peñín: 87
Nisia Las Suertes 24-|2024|Rueda|Verdejo|48€|Nariz: limão, ervas, mineral. Boca: seco puro. Las Suertes top. Beba agora-2028.|WA: 91 | Peñín: 90
Ossian 22-|2022|Rueda|Verdejo|79€|Nariz: maçã, limão, mineral. Boca: seco cremoso. Ossian top. Beba agora-2030.|WA: 92 | Peñín: 91
Ossian Capitel 22-|2022|Rueda|Verdejo|184€|Nariz: maçã madura, mel, mineral. Boca: denso elegante. Capitel top. Beba agora-2035.|WA: 94 | Peñín: 93
Otro Cuento 23-|2023|Rueda|Verdejo|39€|Nariz: limão, ervas. Boca: seco fresco. Bom valor. Beba agora-2028.|WA: 89 | Peñín: 88
Raul Perez Ultreia La Claudina 23-|2023|Bierzo|Godello|92€|Nariz: maçã, limão, mineral. Boca: seco tenso. La Claudina top. Beba agora-2030.|WA: 93 | Peñín: 92
San Roman Malvasia 22-|2022|Toro|Malvasía|75€|Nariz: pêssego, flor, mineral. Boca: seco aromático. Malvasía top. Beba agora-2028.|WA: 91 | Peñín: 90
Sangarida La Guiana BL 22-|2022|Bierzo|Godello|60€|Nariz: limão, maçã, mineral. Boca: seco puro. Bom valor. Beba agora-2028.|WA: 90 | Peñín: 89
Sangarida La Yegua 22-|2022|Bierzo|Godello|45€|Nariz: maçã verde, ervas. Boca: seco fresco. Bom valor. Beba agora-2028.|WA: 89 | Peñín: 88
Sanz Malcorta 24-|2024|Rueda|Verdejo|48€|Nariz: limão, ervas. Boca: seco tenso. Malcorta top. Beba agora-2028.|WA: 91 | Peñín: 90
Sin Nombre 22-|2022|Rueda|Verdejo|48€|Nariz: maçã, limão, mineral. Boca: seco equilibrado. Bom valor. Beba agora-2028.|WA: 90 | Peñín: 89
Teiro 22-|2022|Rueda|Verdejo|175€|Nariz: limão, ervas, mineral. Boca: seco denso. Teiro top. Beba agora-2030.|WA: 92 | Peñín: 91
Territorio Luthier 2021-|2021|Rueda|Albillo Mayor|68€|Nariz: maçã, pera, mineral. Boca: seco cremoso. Albillo top. Beba agora-2028.|WA: 91 | Peñín: 90
Ultreia Godello 23-|2023|Bierzo|Godello|35€|Nariz: limão, maçã, mineral. Boca: seco puro. Ultreia top. Beba agora-2028.|WA: 92 | Peñín: 91
Veronica Ortega Llorona 23-|2023|Bierzo|Godello|51€|Nariz: maçã, limão, ervas. Boca: seco tenso. Llorona top. Beba agora-2028.|WA: 91 | Peñín: 90
Verónica Ortega Tormenta 23-|2023|Bierzo|Godello|67€|Nariz: limão, ervas, mineral. Boca: seco vibrante. Tormenta top. Beba agora-2028.|WA: 92 | Peñín: 91
Las Tinadas 20-|2020|Castilla-La Mancha|Airén|30€|Nariz: limão, maçã, ervas. Boca: seco fresco. Las Tinadas top. Beba agora-2028.|WA: 90 | Peñín: 89
Ponce Albilla BL 24-|2024|Castilla-La Mancha|Albillo Mayor|92€|Nariz: maçã, pera, mineral. Boca: seco puro. Albillo top. Beba agora-2030.|WA: 93 | Peñín: 92
Abadia del Poblet BL 21-|2021|Conca de Barberà|Chardonnay|35€|Nariz: limão, maçã, mineral. Boca: seco cremoso. Poblet top. Beba agora-2028.|WA: 90 | Peñín: 89
Can Sumoi Xarello 24-|2024|Penedès|Xarel·lo|32€|Nariz: limão, ervas, mineral. Boca: seco tenso. Xarello top. Beba agora-2028.|WA: 91 | Peñín: 90
Castel D´Encus Taleia-|2021|Costers del Segre|Sauvignon Blanc|50€|Nariz: maracujá, ervas, mineral. Boca: seco fresco. Taleia top. Beba agora-2028.|WA: 92 | Peñín: 91
Castell Remei G R 18-|2018|Costers del Segre|Macabeo|100€|Nariz: maçã madura, mel. Boca: seco cremoso. GR top. Beba agora-2030.|WA: 91 | Peñín: 90
Clos Erasmus Laurel Bl 23-|2023|Montsant|Garnacha Blanca|90€|Nariz: pêssego, limão, mineral. Boca: seco elegante. Laurel top. Beba agora-2030.|WA: 93 | Peñín: 92
Credo Capficat 19-|2019|Penedès|Macabeo|74€|Nariz: maçã, limão, ervas. Boca: seco cremoso. Capficat top. Beba agora-2028.|WA: 91 | Peñín: 90
Credo Ratpenat 21-|2021|Penedès|Garnacha Blanca|50€|Nariz: limão, ervas, mineral. Boca: seco puro. Ratpenat top. Beba agora-2028.|WA: 90 | Peñín: 89
Dido Bl. 22-|2022|Montsant|Garnacha Blanca|44€|Nariz: maçã, pera, mineral. Boca: seco tenso. Dido top. Beba agora-2028.|WA: 91 | Peñín: 90
Electio 22-|2022|Penedès|Garnacha Blanca|85€|Nariz: pêssego, limão, ervas. Boca: seco cremoso. Electio top. Beba agora-2030.|WA: 92 | Peñín: 91
Finca l'Argata BL 22-|2022|Montsant|Garnacha Blanca|136€|Nariz: limão, maçã, mineral. Boca: seco puro. Argata top. Beba agora-2030.|WA: 93 | Peñín: 92
Les Sorts Bl. 23-|2023|Montsant|Garnacha Blanca|50€|Nariz: maçã, ervas. Boca: seco fresco. Les Sorts top. Beba agora-2028.|WA: 90 | Peñín: 89
Mas d´en Gil Coma Blanca 19-|2019|Priorat|Garnacha Blanca|88€|Nariz: pêssego, limão, mineral. Boca: seco cremoso. Coma Blanca top. Beba agora-2030.|WA: 92 | Peñín: 91
Mas Doix Salix 23-|2023|Priorat|Macabeo|90€|Nariz: limão, maçã, ervas. Boca: seco tenso. Salix top. Beba agora-2028.|WA: 91 | Peñín: 90
Mas Martinet Cami Pesseroles Brissat 21-|2021|Priorat|Garnacha Blanca|77€|Nariz: maçã, pera, mineral. Boca: seco elegante. Cami top. Beba agora-2030.|WA: 93 | Peñín: 92
Milmanda F.B.-|2021|Penedès|Chardonnay|116€|Nariz: limão tostado, maçã, carvalho. Boca: cremoso denso. Milmanda top. Beba agora-2030.|WA: 92 | Peñín: 91
Murmuri Mas Doix 23-|2023|Priorat|Macabeo|53€|Nariz: limão, ervas. Boca: seco fresco. Murmuri top. Beba agora-2028.|WA: 90 | Peñín: 89
Murmuri Mas Doix 24-|2024|Priorat|Macabeo|53€|Nariz: maçã verde, mineral. Boca: seco tenso. Jovem top. Beba agora-2028.|WA: N/A | Peñín: 88
Terroir al Limit Pedra de Guix 22-|2022|Priorat|Garnacha Blanca|149€|Nariz: pêssego, limão, mineral. Boca: seco cremoso. Pedra de Guix top. Beba agora-2030.|WA: 94 | Peñín: 93
Venus La Cartoixa 21-|2021|Montsant|Garnacha Blanca|119€|Nariz: maçã, pera, ervas. Boca: seco mineral. La Cartoixa top. Beba agora-2030.|WA: 92 | Peñín: 91
Finca Calvestra 22-|2022|Comunidad Valenciana|Merseguera|42€|Nariz: limão, maçã, mineral. Boca: seco fresco. Calvestra top. Beba agora-2028.|WA: 90 | Peñín: 89
Javi Revert Micalet 24-|2024|Comunidad Valenciana|Merseguera|78€|Nariz: limão, ervas, mineral. Boca: seco tenso. Micalet top. Beba agora-2028.|WA: 91 | Peñín: 90
Luca Bernasconi Temide 22-|2022|Comunidad Valenciana|Merseguera|38€|Nariz: maçã, limão. Boca: seco puro. Temide top. Beba agora-2028.|WA: 89 | Peñín: 88
Alunado Chardonay 23-|2023|Extremadura|Chardonnay|50€|Nariz: limão, maçã, ervas. Boca: seco cremoso. Alunado top. Beba agora-2028.|WA: 90 | Peñín: 89
A da Cova Pedras Líquidas 22-|2022|Ribeira Sacra|Godello|78€|Nariz: maçã, limão, mineral. Boca: seco tenso. Pedras Líquidas top. Beba agora-2028.|WA: 92 | Peñín: 91
A Teixa Luis Anxo Rodríguez 21-|2021|Ribeira Sacra|Godello|58€|Nariz: limão, ervas, mineral. Boca: seco puro. A Teixa top. Beba agora-2028.|WA: 91 | Peñín: 90
Abadia Da Cova Loia BL 24-|2024|Ribeira Sacra|Godello|40€|Nariz: maçã verde, limão. Boca: seco fresco. Loia top. Beba agora-2028.|WA: 89 | Peñín: 88
Albamar 69 Arrobas 22-|2022|Rías Baixas|Albariño|65€|Nariz: maracujá, limão, salino. Boca: seco tenso. 69 Arrobas top. Beba agora-2028.|WA: 93 | Peñín: 92
Alma de Mar 22-|2022|Rías Baixas|Albariño|58€|Nariz: limão, maçã, mineral. Boca: seco vibrante. Alma de Mar top. Beba agora-2028.|WA: 91 | Peñín: 90
Areas de Arra 20-|2020|Rías Baixas|Albariño|200€|Nariz: maracujá, ervas, salino. Boca: seco mineral. Areas de Arra top. Beba agora-2030.|WA: 94 | Peñín: 93
Arman Finca Misenhora 23-|2023|Ribeiro|Treixadura|54€|Nariz: maçã, pera, flores. Boca: seco cremoso. Misenhora top. Beba agora-2028.|WA: 90 | Peñín: 89
As Sortes 23-|2023|Valdeorras|Godello|105€|Nariz: limão, maçã, mineral. Boca: seco tenso. As Sortes top. Beba agora-2030.|WA: 93 | Peñín: 92
As Sortes 24-|2024|Valdeorras|Godello|110€|Nariz: maçã verde, ervas. Boca: seco puro. Jovem top. Beba agora-2028.|WA: 92 | Peñín: 91
Attis Atalante Caiño BL 23-|2023|Valdeorras|Caiño Blanco|56€|Nariz: limão, ervas, mineral. Boca: seco fresco. Atalante top. Beba agora-2028.|WA: 91 | Peñín: 90
Attis Coribante 22-|2022|Rías Baixas|Loureiro|72€|Nariz: maçã, limão, flores. Boca: seco aromático. Coribante top. Beba agora-2028.|WA: 90 | Peñín: 89
Attis Embaixador 22-|2022|Rías Baixas|Albariño|60€|Nariz: maracujá, limão, salino. Boca: seco tenso. Embaixador top. Beba agora-2028.|WA: 92 | Peñín: 91
Attis Lias Finas 24-|2024|Rías Baixas|Albariño|37€|Nariz: limão, ervas. Boca: seco cremoso. Lias Finas top. Beba agora-2028.|WA: 91 | Peñín: 90
Attis Mar 24-|2024|Rías Baixas|Albariño|155€|Nariz: maracujá, limão, mineral. Boca: seco salino. Mar top. Beba agora-2030.|WA: 93 | Peñín: 92
Attis Nana Old Vines 23-|2023|Rías Baixas|Albariño|58€|Nariz: maçã, limão, salino. Boca: seco tenso. Nana top. Beba agora-2028.|WA: 92 | Peñín: 91
Augalevada Areas de Rei 23-|2023|Ribeiro|Treixadura|44€|Nariz: maçã, pera, mineral. Boca: seco puro. Areas de Rei top. Beba agora-2028.|WA: 91 | Peñín: 90
Avancia Godello 24-|2024|Valdeorras|Godello|61€|Nariz: limão, maçã, mineral. Boca: seco cremoso. Godello top. Beba agora-2028.|WA: 90 | Peñín: 89
Avancia Nobleza 24-|2024|Valdeorras|Godello|92€|Nariz: pêssego, limão, ervas. Boca: seco elegante. Nobleza top. Beba agora-2030.|WA: 92 | Peñín: 91
Branco de Sta Cruz 22-|2022|Ribeira Sacra|Treixadura|75€|Nariz: maçã, limão, mineral. Boca: seco tenso. Sta Cruz top. Beba agora-2028.|WA: 91 | Peñín: 90
Do Ferreiro Cepas Vellas 24-|2024|Rías Baixas|Albariño|79€|Nariz: maracujá, limão, salino. Boca: seco vibrante. Cepas Vellas top. Beba agora-2030.|WA: 93 | Peñín: 92
Dominio do Bibei Lalume 23-|2023|Ribeira Sacra|Godello|35€|Nariz: limão, ervas, mineral. Boca: seco puro. Lalume top. Beba agora-2028.|WA: 91 | Peñín: 90
Dominio do Bibei Lapola 22-|2022|Ribeira Sacra|Godello|53€|Nariz: maçã, limão, mineral. Boca: seco cremoso. Lapola top. Beba agora-2028.|WA: 92 | Peñín: 91
Dominio do Bibei Lapola 23-|2023|Ribeira Sacra|Godello|48€|Nariz: limão, ervas. Boca: seco tenso. Top. Beba agora-2028.|WA: 91 | Peñín: 90
Emilio Rojo 22-|2022|Ribeiro|Treixadura|120€|Nariz: maçã, pera, flores. Boca: seco elegante. Emilio Rojo top. Beba agora-2030.|WA: 93 | Peñín: 92
Eulogio Pomares Parcela Aios 22-|2022|Rías Baixas|Albariño|120€|Nariz: maracujá, limão, salino. Boca: seco mineral. Parcela top. Beba agora-2030.|WA: 94 | Peñín: 93
Falcoeira Branco 22-|2022|Valdeorras|Treixadura|188€|Nariz: limão, maçã, mineral. Boca: seco tenso. Falcoeira top. Beba agora-2030.|WA: 92 | Peñín: 91
Fedellos Testoiro 24-|2024|Ribeira Sacra|Godello|56€|Nariz: maçã, limão, mineral. Boca: seco puro. Testoiro top. Beba agora-2028.|WA: 91 | Peñín: 90
Fulcro Finca Pedreira 24-|2024|Rías Baixas|Albariño|38€|Nariz: limão, ervas. Boca: seco fresco. Pedreira top. Beba agora-2028.|WA: 90 | Peñín: 89
Fulcro Nas Dunas 22-|2022|Rías Baixas|Albariño|145€|Nariz: maracujá, limão, salino. Boca: seco tenso. Nas Dunas top. Beba agora-2030.|WA: 93 | Peñín: 92
Fulcro O Equilibrio 23-|2023|Rías Baixas|Albariño|51€|Nariz: limão, maçã. Boca: seco equilibrado. Equilibrio top. Beba agora-2028.|WA: 91 | Peñín: 90
Goliardo A Telleira 23-|2023|Valdeorras|Caiño Blanco|75€|Nariz: limão, ervas, mineral. Boca: seco fresco. A Telleira top. Beba agora-2028.|WA: 92 | Peñín: 91
Goliardo A Telleira 24-|2024|Valdeorras|Caiño Blanco|68€|Nariz: maçã verde, limão. Boca: seco puro. Top. Beba agora-2028.|WA: 91 | Peñín: 90
Gomariz Finca O Figueiral 20-|2020|Ribeiro|Treixadura|58€|Nariz: maçã, pera, flores. Boca: seco cremoso. Figueiral top. Beba agora-2028.|WA: 91 | Peñín: 90
Guimaro Cepas Vellas 24-|2024|Ribeira Sacra|Godello|48€|Nariz: limão, ervas, mineral. Boca: seco tenso. Cepas Vellas top. Beba agora-2028.|WA: 92 | Peñín: 91
Joaquin Rebolledo Trasdairelas BL 24-|2024|Valdeorras|Godello|45€|Nariz: maçã, limão. Boca: seco fresco. Trasdairelas top. Beba agora-2028.|WA: 90 | Peñín: 89
La Caña Navia 24-|2024|Rías Baixas|Albariño|60€|Nariz: maracujá, limão, salino. Boca: seco vibrante. Navia top. Beba agora-2028.|WA: 92 | Peñín: 91
