"nome","anada","bodega","tipo"
"Château La Mission Haut-Brion","2021","Château La Mission Haut-Brion","Tinto"
"Château Angélus","2022","Château Angélus","Tinto"
"Château Haut-Brion","2022","Château Haut-Brion","Tinto"
"Château Haut-Brion","2019","Château Haut-Brion","Tinto"
"Château Haut-Brion","2021","Château Haut-Brion","Tinto"
"Château Mouton-Rothschild","2022","Château Mouton-Rothschild","Tinto"
"Le Pin","2019","Le Pin","Tinto"
"Le Pin","2020","Le Pin","Tinto"
"Le Pin","2018","Le Pin","Tinto"
"Le Pin","2021","Le Pin","Tinto"
"Château Les Carmes Haut-Brion","2019","Château Les Carmes Haut-Brion","Tinto"
"Château Les Carmes Haut-Brion","2021","Château Les Carmes Haut-Brion","Tinto"
"Château Latour","2000","Château Latour","Tinto"
"Château Latour","2015","Château Latour","Tinto"
"Château Latour","2016","Château Latour","Tinto"
"Château Cos d´Estournel","2021","Château Cos d´Estournel","Tinto"
"Château Cos d´Estournel","2022","Château Cos d´Estournel","Tinto"
"Château Angélus","2018","Château Angélus","Tinto"
"Château Lafite-Rothschild","2019","Château Lafite-Rothschild","Tinto"
"Château Lafite-Rothschild","2020","Château Lafite-Rothschild","Tinto"
"Château Léoville-Las Cases","2009","Château Léoville-Las Cases","Tinto"
"Château Lynch-Bages","2010","Château Lynch-Bages","Tinto"
"Château Margaux","2022","Château Margaux","Tinto"
"Pétrus","2021","Pétrus","Tinto"
"Vieux Château Certan","2022","Vieux Château Certan","Tinto"
"Valentin Morel","2023","Valentin Morel","Tinto"
"Domaine des Closiers","2023","Domaine des Closiers","Tinto"
"Domaine de La Janasse","2023","Domaine de La Janasse","Tinto"
"Auguste Clape","2023","Auguste Clape","Tinto"
"Georges Vernay","2023","Georges Vernay","Tinto"
"Herve Souhaut","2023","Herve Souhaut","Tinto"
"Domaine de La Janasse","2023","Domaine de La Janasse","Tinto"
"Le Vieux Donjon","2023","Le Vieux Donjon","Tinto"
"Clos du Mont-Olivet","2023","Clos du Mont-Olivet","Tinto"
"Clos du Mont-Olivet","2023","Clos du Mont-Olivet","Tinto"
"Cascina delle Rose","2023","Cascina delle Rose","Tinto"
"Cascina delle Rose","2024","Cascina delle Rose","Tinto"
"Ferdinando Principiano","2024","Ferdinando Principiano","Tinto"
"Trediberri","2024","Trediberri","Tinto"
"Terre Nere","2023","Terre Nere","Tinto"
"Col d´Orcia","2023","Col d´Orcia","Tinto"
"Gianni Brunelli","2023","Gianni Brunelli","Tinto"
"Le Chiuse","2023","Le Chiuse","Tinto"
"Masseto","2022","Masseto","Tinto"
"Ornellaia","2021","Ornellaia","Tinto"
"Tenuta San Guido","2021","Tenuta San Guido","Tinto"
"Antinori","2021","Antinori","Tinto"
"Tenuta San Guido","2023","Tenuta San Guido","Tinto"
"Tenuta Tignanello","2022","Tenuta Tignanello","Tinto"
"Savage","2023","Savage","Blanco"
"Filipa Pato & William Wouters","2023","Filipa Pato & William Wouters","Tinto"
"Richard Kershaw","2023","Richard Kershaw","Tinto"
"Savage","2023","Savage","Tinto"
"Savage","2023","Savage","Tinto"
"Domaine Muzard","2023","Domaine Muzard","Tinto"
"Artadi","2022","Artadi","Tinto"
"Comtes Georges de Vogüé","2022","Comtes Georges de Vogüé","Tinto"
"Mauro","2023","Mauro","Tinto"
"4 Kilos","2023","4 Kilos","Tinto"
"Georges Roumier","2019","Georges Roumier","Tinto"
"Penfolds","2022","Penfolds","Tinto"
"Cuarto Lagar","(en blanco)","Cuarto Lagar","Tinto"
"Dominio de Atauta","(en blanco)","Dominio de Atauta","Tinto"
"Opus One","2022","Opus One","Tinto"
"Domaine Bart","2023","Domaine Bart","Tinto"
"Château Ausone","2022","Château Ausone","Tinto"
"Château Figeac","2022","Château Figeac","Tinto"
"Château Haut-Brion","2022","Château Haut-Brion","Tinto"
"Château Pavie","2022","Château Pavie","Tinto"
"Valentin Morel","2022","Valentin Morel","Blanco"
"Isabel Ferrando","2023","Isabel Ferrando","Tinto"
"La Colombera ","2024","La Colombera ","Blanco"
"Domaine de Villaine","2022","Domaine de Villaine","Blanco"
"Arnaud Ente","2022","Arnaud Ente","Blanco"
"Arnaud Ente","2022","Arnaud Ente","Blanco"
"Arnaud Ente","2022","Arnaud Ente","Blanco"
"Arnaud Ente","2022","Arnaud Ente","Blanco"
"Arnaud Ente","2022","Arnaud Ente","Blanco"
"Hospices de Beaune","2022","Hospices de Beaune","Blanco"
"Le Puy de l’Ours","2023","Le Puy de l’Ours","Blanco"
"Marquis de Laguiche","2022","Marquis de Laguiche","Blanco"
"Marquis de Laguiche","2022","Marquis de Laguiche","Blanco"
"Raveneau","2022","Raveneau","Blanco"
"Si tu Sais","2023","Si tu Sais","Blanco"
"Arnaud Ente","2022","Arnaud Ente","Blanco"
"Arnaud Ente","","Arnaud Ente","Blanco"
"Domaine Leflaive","2023","Domaine Leflaive","Blanco"
"Lucien Muzard","2023","Lucien Muzard","Blanco"
"Marquis de Laguiche","2022","Marquis de Laguiche","Blanco"
"Marquis de Laguiche","","Marquis de Laguiche","Blanco"
"Pierre Morey","2023","Pierre Morey","Blanco"
"Vincent Girardin","2023","Vincent Girardin","Blanco"
"Vincent Girardin","2022","Vincent Girardin","Blanco"
"Vincent Girardin","2023","Vincent Girardin","Blanco"
"Pernot","2022","Pernot","Tinto"
"Prieuré Roch","2022","Prieuré Roch","Tinto"
"D. L’Arlot","2023","D. L’Arlot","Tinto"
"D. de l’Arlot","2023","D. de l’Arlot","Tinto"
"D. de l’Arlot","2022","D. de l’Arlot","Tinto"
"Henri Magnien / François Thurot","2022","Henri Magnien / François Thurot","Tinto"
"Jean Grivot","2023","Jean Grivot","Tinto"
"Jean Grivot","2023","Jean Grivot","Tinto"
"Le Puy de l’Ours","2023","Le Puy de l’Ours","Tinto"
"Les Terres de Philéandre","2022","Les Terres de Philéandre","Tinto"
"Pierre Morey","","Pierre Morey","Blanco"
"Comtes Georges de Vogüé","","Comtes Georges de Vogüé","Tinto"
"D. de l’Arlot","2022","D. de l’Arlot","Tinto"
"D. de l’Arlot","2023","D. de l’Arlot","Tinto"
"Hubert Lignier","2022","Hubert Lignier","Tinto"
"Hubert Lignier","2022","Hubert Lignier","Tinto"
"Jean Grivot","2022","Jean Grivot","Tinto"
"Jean Grivot","2023","Jean Grivot","Tinto"
"Jean Grivot","2022","Jean Grivot","Tinto"
"Jean Grivot","2022","Jean Grivot","Tinto"
"Lucien Muzard","2023","Lucien Muzard","Blanco"
"Michel Lafarge","2022","Michel Lafarge","Tinto"
"Pacalet","2023","Pacalet","Tinto"
"Pierre Morey","2023","Pierre Morey","Tinto"
"Prieuré Roch","2021","Prieuré Roch","Tinto"
"Prieuré Roch","2022","Prieuré Roch","Tinto"
"des Perdrix","2022","des Perdrix","Tinto"
"des Perdrix","2023","des Perdrix","Tinto"
"des Perdrix","2023","des Perdrix","Tinto"
"Borgogno","2023","Borgogno","Tinto"
"Falletto","2020","Falletto","Tinto"
"G.D. Vajra","2023","G.D. Vajra","Tinto"
"Podere San Giuseppe (Bacia)","2019","Podere San Giuseppe (Bacia)","Tinto"
"Falletto","2022","Falletto","Tinto"
"Ornellaia","2019","Ornellaia","Tinto"
"Ornellaia","2021","Ornellaia","Tinto"
"Ornellaia","2022","Ornellaia","Tinto"
"Domaine Delaporte","2022","Domaine Delaporte","Blanco"
"Isabel Ferrando (Saint Préfert)","2023","Isabel Ferrando (Saint Préfert)","Tinto"
"Isabel Ferrando (Saint Préfert)","2022","Isabel Ferrando (Saint Préfert)","Tinto"
"Isabel Ferrando (Saint Préfert)","2022","Isabel Ferrando (Saint Préfert)","Tinto"
"Château Fuissé","2020","Château Fuissé","Blanco"
"Brand et Fils","","Brand et Fils","Blanco"
"Caciorgna","2022","Caciorgna","Blanco"
"Château Smith Haut Lafitte","2022","Château Smith Haut Lafitte","Blanco"
"Fides (Crimorgat)","2018","Fides (Crimorgat)","Blanco"
"Filippi","2023","Filippi","Blanco"
"La Croisée des Chenins","2017","La Croisée des Chenins","Blanco"
"Taittinger","2022","Taittinger","Blanco"
"Tenuta delle Terre Nere","2023","Tenuta delle Terre Nere","Blanco"
"Besson Frères","2022","Besson Frères","Tinto"
"Salem Wine Co.","2021","Salem Wine Co.","Blanco"
"Ceritas","2022","Ceritas","Blanco"
"La Source","2023","La Source","Blanco"
"Seven Springs","2022","Seven Springs","Blanco"
"Seven Springs","2022","Seven Springs","Tinto"
"Shafer","2021","Shafer","Tinto"
"Sine Qua Non","2024","Sine Qua Non","Tinto"
"Spioenkop","2020","Spioenkop","Tinto"
"Summum","2022","Summum","Blanco"
"Promontory","2015","Promontory","Tinto"
"Promontory","2016","Promontory","Tinto"
"Promontory","2018","Promontory","Tinto"
"Promontory","2019","Promontory","Tinto"
"Racines","2019","Racines","Tinto"
"Racines","2020","Racines","Tinto"
"Screaming Eagle","2019","Screaming Eagle","Tinto"
"Screaming Eagle","2021","Screaming Eagle","Tinto"
"Shannon","2020","Shannon","Tinto"
